Distance r(in m),Azimuth(in deg),Elevation(in deg),x-axis,y-axis,z-axis,Rvec1,Rvec2,Rvec3,TimeStamp(UTC),TimeStamp(Datetime)
46.23288422152269,6.131329544715465,5.9972616597151145,4.911004558571178,4.830454828334726,45.71682757823242,2.222688043869303,-2.3318752693368223,-0.500894797112863,1597538241.461428,2020-08-15 20:37:21.461428
46.23288422152269,6.131329544715465,5.9972616597151145,4.911004558571178,4.830454828334726,45.71682757823242,2.222688043869303,-2.3318752693368223,-0.500894797112863,1597538241.485457,2020-08-15 20:37:21.485457
45.679418145802956,4.1033621262420965,5.917875679049052,3.2512157238674675,4.709679045425487,45.319507518783446,2.0262445410045498,-2.1380310606826587,-0.3671980618587642,1597538241.985457,2020-08-15 20:37:21.985457
45.679418145802956,4.1033621262420965,5.917875679049052,3.2512157238674675,4.709679045425487,45.319507518783446,2.0262445410045498,-2.1380310606826587,-0.3671980618587642,1597538242.009453,2020-08-15 20:37:22.009453
47.00486792101236,4.018650870045678,5.945160750013372,3.2764397011076403,4.8686012673034496,46.63710189170028,-1.970330468663833,2.1072307240279686,-0.33367042101783045,1597538242.04946,2020-08-15 20:37:22.049460
47.00486792101236,4.018650870045678,5.945160750013372,3.2764397011076403,4.8686012673034496,46.63710189170028,-1.970330468663833,2.1072307240279686,-0.33367042101783045,1597538242.073458,2020-08-15 20:37:22.073458
45.56235700216075,4.588232147122862,6.289597729158907,3.622786037849831,4.991531707566353,45.142977395478326,-2.131336773749049,2.2849119210354885,0.3971682255810442,1597538242.320682,2020-08-15 20:37:22.320682
45.56235700216075,4.588232147122862,6.289597729158907,3.622786037849831,4.991531707566353,45.142977395478326,-2.131336773749049,2.2849119210354885,0.3971682255810442,1597538242.342763,2020-08-15 20:37:22.342763
45.41811984872521,4.508337332615574,6.368092670614565,3.5480253734444784,5.037573361614129,44.99822197786172,2.1061127421664922,-2.2499659786807946,0.0014022128525798632,1597538242.386814,2020-08-15 20:37:22.386814
45.41811984872521,4.508337332615574,6.368092670614565,3.5480253734444784,5.037573361614129,44.99822197786172,2.1061127421664922,-2.2499659786807946,0.0014022128525798632,1597538242.410764,2020-08-15 20:37:22.410764
44.72832041843068,4.461697384799683,6.4764828700651,3.457328220819719,5.045148405407234,44.308193447654155,2.2109983878581536,-2.3292528142971123,0.4808848240689035,1597538242.450793,2020-08-15 20:37:22.450793
44.72832041843068,4.461697384799683,6.4764828700651,3.457328220819719,5.045148405407234,44.308193447654155,2.2109983878581536,-2.3292528142971123,0.4808848240689035,1597538242.474791,2020-08-15 20:37:22.474791
42.628942233044185,5.380637504004665,5.39083314298902,3.979715115538979,4.0049477866714795,42.25339012118914,-2.1486919342853716,2.2947662841137877,0.3645773127597374,1597538242.976774,2020-08-15 20:37:22.976774
42.628942233044185,5.380637504004665,5.39083314298902,3.979715115538979,4.0049477866714795,42.25339012118914,-2.1486919342853716,2.2947662841137877,0.3645773127597374,1597538243.000805,2020-08-15 20:37:23.000805
42.457399637813275,4.013775088534687,5.630890494785226,2.9575208808190387,4.165896840525821,42.14889272280593,2.1142343218947612,-2.249554842753327,0.00016848823982242573,1597538243.38086,2020-08-15 20:37:23.380860
42.457399637813275,4.013775088534687,5.630890494785226,2.9575208808190387,4.165896840525821,42.14889272280593,2.1142343218947612,-2.249554842753327,0.00016848823982242573,1597538243.408809,2020-08-15 20:37:23.408809
42.465117512261486,3.997918243378078,5.553011147662118,2.946783522504924,4.109208051349275,42.16298235884645,-2.1423536135152808,2.2893882900098173,0.3987549226934024,1597538243.460844,2020-08-15 20:37:23.460844
42.465117512261486,3.997918243378078,5.553011147662118,2.946783522504924,4.109208051349275,42.16298235884645,-2.1423536135152808,2.2893882900098173,0.3987549226934024,1597538243.484839,2020-08-15 20:37:23.484839
41.434623461951354,3.6980967525377926,5.554119527652165,2.6599516014579936,4.010288358198678,41.154225374749636,2.0640329530522528,-2.102012481867585,-0.35196393938022325,1597538243.592808,2020-08-15 20:37:23.592808
41.434623461951354,3.6980967525377926,5.554119527652165,2.6599516014579936,4.010288358198678,41.154225374749636,2.0640329530522528,-2.102012481867585,-0.35196393938022325,1597538243.620811,2020-08-15 20:37:23.620811
41.16667496455885,3.5648261795266047,5.5429550742940625,2.5476853290061596,3.9763707060616436,40.89490069813078,-1.995396758108711,2.1154245027412584,-0.32084895837261584,1597538243.652811,2020-08-15 20:37:23.652811
41.16667496455885,3.5648261795266047,5.5429550742940625,2.5476853290061596,3.9763707060616436,40.89490069813078,-1.995396758108711,2.1154245027412584,-0.32084895837261584,1597538243.67684,2020-08-15 20:37:23.676840
40.032059267113475,3.6579617078172735,5.59485965441332,2.541882822482326,3.9028700373254357,39.76018368109235,-2.2149565193873637,2.2212365215544705,0.3897042625307883,1597538243.716815,2020-08-15 20:37:23.716815
40.032059267113475,3.6579617078172735,5.59485965441332,2.541882822482326,3.9028700373254357,39.76018368109235,-2.2149565193873637,2.2212365215544705,0.3897042625307883,1597538243.740843,2020-08-15 20:37:23.740843
41.136124206278296,3.6574781547172885,5.568741356405246,2.6117582657114986,3.99184631655823,40.85859268820726,2.136003472171247,-2.200251546534924,-0.0011373750333944217,1597538243.780843,2020-08-15 20:37:23.780843
41.136124206278296,3.6574781547172885,5.568741356405246,2.6117582657114986,3.99184631655823,40.85859268820726,2.136003472171247,-2.200251546534924,-0.0011373750333944217,1597538243.808841,2020-08-15 20:37:23.808841
